QBER,Key_Length,Errors,Attack
26.283367556468175,487,128,1
28.458498023715418,506,144,1
27.397260273972602,511,140,1
29.01234567901235,486,141,1
28.34008097165992,494,140,1
25.051334702258725,487,122,1
28.57142857142857,532,152,1
25.78616352201258,477,123,1
26.639344262295083,488,130,1
25.0,504,126,1
24.21259842519685,508,123,1
23.091603053435115,524,121,1
25.486381322957197,514,131,1
26.30597014925373,536,141,1
24.070450097847356,511,123,1
23.790322580645164,496,118,1
25.09881422924901,506,127,1
25.981308411214954,535,139,1
25.298804780876495,502,127,1
27.82101167315175,514,143,1
26.239669421487605,484,127,1
25.78125,512,132,1
30.681818181818183,528,162,1
26.245210727969347,522,137,1
25.925925925925924,513,133,1
27.54237288135593,472,130,1
27.397260273972602,511,140,1
24.346076458752517,497,121,1
23.83612662942272,537,128,1
26.069246435845212,491,128,1
24.714828897338403,526,130,1
26.923076923076923,494,133,1
27.724665391969406,523,145,1
24.308300395256918,506,123,1
26.365348399246702,531,140,1
27.307692307692307,520,142,1
25.0,520,130,1
24.696356275303643,494,122,1
23.653846153846153,520,123,1
25.581395348837212,516,132,1
25.250501002004004,499,126,1
23.45924453280318,503,118,1
24.693877551020407,490,121,1
26.078431372549023,510,133,1
25.0,504,126,1
26.095617529880478,502,131,1
24.90566037735849,530,132,1
27.289048473967686,557,152,1
28.59960552268245,507,145,1
29.141716566866265,501,146,1
29.74559686888454,511,152,1
25.63600782778865,511,131,1
24.807692307692307,520,129,1
25.390625,512,130,1
27.2552783109405,521,142,1
26.13861386138614,505,132,1
27.200000000000003,500,136,1
23.106060606060606,528,122,1
23.572744014732965,543,128,1
23.20754716981132,530,123,1
27.51937984496124,516,142,1
25.844930417495032,503,130,1
27.06333973128599,521,141,1
24.074074074074073,486,117,1
25.68627450980392,510,131,1
26.94610778443114,501,135,1
27.03252032520325,492,133,1
21.314741035856574,502,107,1
30.33932135728543,501,152,1
25.37037037037037,540,137,1
23.874755381604697,511,122,1
26.305609284332686,517,136,1
27.789046653144016,493,137,1
25.71428571428571,490,126,1
28.107074569789674,523,147,1
21.714285714285715,525,114,1
26.589595375722542,519,138,1
22.111553784860558,502,111,1
25.763358778625957,524,135,1
28.131416837782343,487,137,1
27.07509881422925,506,137,1
28.087649402390436,502,141,1
27.766990291262132,515,143,1
24.543610547667345,493,121,1
23.204419889502763,543,126,1
27.342256214149142,523,143,1
24.95164410058027,517,129,1
25.153374233128833,489,123,1
27.235772357723576,492,134,1
27.454545454545453,550,151,1
23.32089552238806,536,125,1
26.67946257197697,521,139,1
24.94929006085193,493,123,1
27.586206896551722,522,144,1
28.21497120921305,521,147,1
28.68369351669941,509,146,1
27.27272727272727,517,141,1
25.294117647058822,510,129,1
24.089068825910932,494,119,1
23.36633663366337,505,118,1
22.692307692307693,520,118,1
19.502074688796682,482,94,1
25.8130081300813,492,127,1
24.756335282651072,513,127,1
24.643584521384927,491,121,1
22.8515625,512,117,1
24.90272373540856,514,128,1
22.60536398467433,522,118,1
28.13688212927757,526,148,1
28.076923076923077,520,146,1
24.763705103969755,529,131,1
24.554455445544555,505,124,1
27.485380116959064,513,141,1
27.308447937131632,509,139,1
28.543307086614174,508,145,1
25.6,500,128,1
21.946564885496183,524,115,1
21.414538310412574,509,109,1
23.80038387715931,521,124,1
24.75049900199601,501,124,1
22.672064777327936,494,112,1
25.787401574803148,508,131,1
27.659574468085108,517,143,1
28.076923076923077,520,146,1
24.45759368836292,507,124,1
26.67946257197697,521,139,1
24.95049504950495,505,126,1
25.045703839122485,547,137,1
27.1484375,512,139,1
26.579925650557623,538,143,1
27.480916030534353,524,144,1
27.6,500,138,1
27.216494845360824,485,132,1
21.899224806201552,516,113,1
23.3739837398374,492,115,1
25.89792060491493,529,137,1
26.78227360308285,519,139,1
23.26923076923077,520,121,1
27.976190476190478,504,141,1
27.99227799227799,518,145,1
24.761904761904763,525,130,1
28.803245436105477,493,142,1
26.11218568665377,517,135,1
25.510204081632654,490,125,1
23.517786561264824,506,119,1
25.0,508,127,1
